Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
15:03:09,teste,0.0,0.0,854.0,2271.0,5164.0,0,36
15:03:09,teste,0.0,0.0,854.0,2271.0,5164.0,0,37
15:03:10,teste,0.0,0.0,2402.0,161.0,4017.0,0,38
15:03:10,teste,0.0,0.0,2402.0,161.0,4017.0,0,39
15:03:11,teste,0.0,0.0,2402.0,161.0,4017.0,0,40
15:03:11,teste,0.0,0.0,2402.0,161.0,4017.0,0,41
15:03:12,teste,0.0,0.0,2402.0,161.0,4017.0,0,42
15:03:12,teste,0.0,0.0,2402.0,161.0,4017.0,0,43
15:03:13,teste,0.0,0.0,615.0,683.0,3980.0,0,44
15:03:14,teste,0.0,0.0,615.0,683.0,3980.0,0,45
15:03:14,teste,0.0,0.0,615.0,683.0,3980.0,0,46
15:03:15,teste,0.0,0.0,615.0,683.0,3980.0,0,47
15:03:15,teste,0.0,0.0,615.0,683.0,3980.0,0,48
15:03:16,teste,0.0,0.0,615.0,683.0,3980.0,0,49
15:03:16,teste,0.0,0.0,615.0,683.0,3980.0,0,50
15:03:17,teste,0.0,0.0,615.0,683.0,3980.0,0,51
15:03:17,teste,0.0,49.0,1148.0,750.0,3888.0,0,52
15:03:18,teste,0.0,49.0,1148.0,750.0,3888.0,0,53
15:03:18,teste,0.0,49.0,1148.0,750.0,3888.0,0,54
15:03:19,teste,0.0,49.0,1148.0,750.0,3888.0,0,55
15:03:20,teste,0.0,49.0,1148.0,750.0,3888.0,0,56
15:03:20,teste,0.0,49.0,1148.0,750.0,3888.0,0,57
15:03:21,teste,0.0,49.0,1148.0,750.0,3888.0,0,58
15:03:21,teste,0.0,49.0,1148.0,750.0,3888.0,0,59
15:03:22,teste,0.0,49.0,876.0,3645.0,1826.0,0,60
15:03:22,teste,0.0,49.0,876.0,3645.0,1826.0,0,61
15:03:23,teste,0.0,49.0,876.0,3645.0,1826.0,0,62
15:03:23,teste,0.0,49.0,876.0,3645.0,1826.0,0,63
15:03:24,teste,0.0,49.0,876.0,3645.0,1826.0,0,64
15:03:24,teste,0.0,49.0,876.0,3645.0,1826.0,0,65
15:03:25,teste,0.0,49.0,876.0,3645.0,1826.0,0,66
15:03:25,teste,0.0,49.0,876.0,3645.0,1826.0,0,67
15:03:26,teste,0.0,49.0,876.0,3645.0,1826.0,0,68
15:03:26,teste,0.0,49.0,876.0,3645.0,1826.0,0,69
15:03:27,teste,0.0,49.0,876.0,3645.0,1826.0,0,70
15:03:27,teste,0.0,49.0,876.0,3645.0,1826.0,0,71
15:03:28,teste,0.0,49.0,876.0,3645.0,1826.0,0,72
15:03:28,teste,0.0,49.0,876.0,3645.0,1826.0,0,73
15:03:29,teste,0.0,49.0,876.0,3645.0,1826.0,0,74
15:03:30,teste,24.94,65.0,218.0,4115.0,218.0,0,75
15:03:30,teste,24.94,65.0,218.0,4115.0,218.0,0,76
15:03:31,teste,24.94,65.0,218.0,4115.0,218.0,0,77
15:03:31,teste,24.94,65.0,218.0,4115.0,218.0,0,78
15:03:32,teste,24.94,65.0,965.0,2968.0,2664.0,0,79
15:03:32,teste,24.94,65.0,965.0,2968.0,2664.0,0,80
15:03:33,teste,24.94,65.0,1012.0,2941.0,2674.0,0,81
